epoch,train_mae,val_mae
0,,5.32588062508563
1,,1.2925377466239099
2,,6.10553863336376
3,,6.05937379434527
4,,1.34563961965752
5,,0.26249598172614996
6,,1.65144386188504
7,,0.10278167193454
8,,0.16955261212604
9,,0.37253172964223
10,,0.1649851009937
11,,0.19149015703684
12,,1.63634581507981
13,,0.14543619443083
14,,0.15299550200108
15,,0.11483765572068
16,,0.08239771561334
17,,0.35329087466899
18,,0.27378796287285
19,,0.04826555313272
20,,0.05149376458489
21,,0.03478377054437
22,,0.039119042542420004
23,,0.0325083824269
24,,0.033141215435310005
25,,0.04142751718063
26,,0.06148055435915
27,,0.03488964695775
28,,0.03068233356337
29,,0.053278597044389996
30,,0.05663608624326
31,,0.030740346855530003
32,,0.03072991641298
33,,0.08672955316882999
34,,0.04427962400898
35,,0.07343115839396999
36,,0.051326653300790004
37,,0.0319560530356
38,,0.03292369401822
39,,0.0762637486332
40,,0.03299739766394
41,,0.028481501647629998
42,,0.04103821137548
43,,0.030029937672570003
44,,0.053163136821929996
45,,0.02703723098853
46,,0.03896326353848
47,,0.03003203026071
48,,0.04228203994378
49,,0.0339739240839
50,,0.03684794670074
51,,0.02900847101673
52,,0.02802477966248
53,,0.025937669577259997
54,,0.03639670161473
55,,0.026048761573550003
56,,0.02679209971921
57,,0.032610023026789996
58,,0.05292432483007
59,,0.031310918088170006
60,,0.12549311379967998
61,,0.036455386249309996
62,,0.02795108921851
63,,0.0259277868974
64,,0.02657877924299
65,,0.13172800754546
66,,0.026187676334770003
67,,0.03063328488332
68,,0.03576430899989
69,,0.02658630439132
70,,0.03090047181493
71,,0.025709085000570002
72,,0.04550312420785
73,,0.02928047683564
74,,0.04014921946474
75,,0.03614149194011
76,,0.04038900666446
77,,0.03329640819737
78,,0.04135935919077
79,,0.027739436679780002
80,,0.029897982862850003
81,,0.02609535009642
82,,0.025578288912020002
83,,0.03962636838834
84,,0.02851852839718
85,,0.02736047371009
86,,0.02595738260316
87,,0.03178252470336
88,,0.046773319332879995
89,,0.026399518633080002
90,,0.0269526258643
91,,0.025765197842910002
92,,0.0276261575328
93,,0.03266876987947
94,,0.027454560292770002
95,,0.02536497209976
96,,0.03678296718481
97,,0.0300036884125
98,,0.02543479249652
99,,0.02541104420721
100,,0.025865771725700003
101,,0.03898760240276
102,,0.048643647642160004
103,,0.02874399659135
104,,0.02639389822975
105,,0.025507366416640004
106,,0.038487479267650004
107,,0.031164365360119996
108,,0.025156778946480003
109,,0.028573534066139997
110,,0.025053059056560002
111,,0.02571968428323
112,,0.0271041212922
113,,0.02726105589794
114,,0.02557848038339
115,,0.038192947816969997
116,,0.02950586718465
117,,0.03629056814783
118,,0.027285167785910003
119,,0.02701699593217
120,,0.024988807866149997
121,,0.026003222072690003
122,,0.025345982033369997
123,,0.02754162882021
124,,0.027479639146840002
125,,0.0252963146284
126,,0.03127206686518
127,,0.0276038076165
128,,0.02523084375471
129,,0.025139805690000003
130,,0.02822173117974
131,,0.02722301624522
132,,0.03361512719623
133,,0.04060051116019
134,,0.02888056974587
135,,0.025588867584869997
136,,0.02758250414098
137,,0.025446649905929996
138,,0.02682143934266
139,,0.03840958623706
140,,0.03967804692971
141,,0.043128544248680005
142,,0.025110432155389998
143,,0.0366154898291
144,,0.04594393987125
145,,0.02890849961789
146,,0.02684067074023
147,,0.027661340633730002
148,,0.02958338586939
149,,0.03254979325599
150,,0.02668880733186
151,,0.04126552408663
152,,0.02506361861703
153,,0.02808269770347
154,,0.027328658383590002
155,,0.02530431442361
156,,0.02474838309115
157,,0.02599861329816
158,,0.03005020824145
159,,0.025393902169090002
160,,0.025720749702140003
161,,0.02879370537292
162,,0.03670074040547
163,,0.02574711485673
164,,0.02897655399465
165,,0.02521264766853
166,,0.02506752399269
167,,0.02983364155235
168,,0.0247359273046
169,,0.0265430332742
170,,0.02732468966704
171,,0.025629944281839998
172,,0.02503511534
173,,0.026162101057920002
174,,0.0257559142916
175,,0.024718725060100002
176,,0.02494051499784
177,,0.026852653480169998
178,,0.032086180586000004
179,,0.02580443162752
180,,0.03211966833684
181,,0.02776613465747
182,,0.02588746587034
183,,0.02672349487836
184,,0.02464821049584
185,,0.024758431710489998
186,,0.02461572375653
187,,0.02493560672779
188,,0.03988531466564
189,,0.033679784272469995
190,,0.025887641232829998
191,,0.02493030921349
192,,0.026165629199000003
193,,0.02660996439252
194,,0.0263722311285
195,,0.03236351020686
196,,0.02607507752665
197,,0.025972627176559997
198,,0.027135224976990002
199,,0.02512368625849
200,,0.02518841496068
201,,0.02517634385466
202,,0.03168507139326
203,,0.02870201487244
204,,0.0289185395862
205,,0.02987657896613
206,,0.025183976554
207,,0.02495305565324
208,,0.02506530149947
209,,0.02705601421093
210,,0.026018876783810003
211,,0.02573538103682
212,,0.029102619180859997
213,,0.028464559141819997
214,,0.025696537547790003
215,,0.024634179515349998
216,,0.03028057644552
217,,0.03438129889391
218,,0.02539788154839
219,,0.02610881758539
220,,0.02508463561579
221,,0.02524227456996
222,,0.029227236830459996
223,,0.04607803428024
224,,0.03579921900988
225,,0.02482847043579
226,,0.02598197565389
227,,0.026732915349770004
228,,0.02788674907735
229,,0.027750376060399998
230,,0.0245894855479
231,,0.02663765090758
232,,0.02506862067981
233,,0.027376476627759997
234,,0.02469637450065
235,,0.02467019430263
236,,0.02671957884212
237,,0.025026710420120002
238,,0.02466344262865
239,,0.02921234153117
240,,0.02471881703167
241,,0.024944341676229997
242,,0.02792876585945
243,,0.02461104335604
244,,0.02838232901142
245,,0.03661145063753
246,,0.024989691715260002
247,,0.024801142863639998
248,,0.024660682880659996
