epoch,train_loss,val_loss
1,182.415303903392,1.98268470735777
2,0.873273847039257,0.29548712943991
3,0.142621980563161,0.0600140267051756
4,0.045245698298372,0.0283430588897318
5,0.0305937080511025,0.0259997213115206
6,0.0255963318271651,0.0180794513573693
7,0.0232479865418836,0.0174483542657635
8,0.0232714221751805,0.0150221853456016
9,0.0214884785561091,0.025817671402668
10,0.0212359902060901,0.0159038988751404
11,0.0213399255118843,0.0136236793062251
12,0.0194699679351678,0.0185225037081788
13,0.0211130558186033,0.0439069955831482
14,0.0198801738997212,0.0426276601141407
15,0.0177014548082038,0.0120893682608204
16,0.019388485611749,0.0155611311285091
17,0.019592195234838,0.0157444855846864
18,0.0189518652892383,0.012275345102396
19,0.0185146847477881,0.0123697646001043
20,0.0171537097044555,0.0354643536820298
21,0.0183724433288998,0.022803763617828
22,0.0177279742722887,0.0151700103638827
23,0.0172800587377943,0.0117584601449337
24,0.017536022576193,0.0187785745019071
25,0.0162531198520723,0.0180323957437871
26,0.0167858333895094,0.0115843884829831
27,0.0178915684984531,0.0229229869409686
28,0.0179479326878209,0.0111087736260656
29,0.0169032012844192,0.0123047945117356
30,0.0165319912501478,0.0155612757163388
31,0.0159304970278061,0.0104717030564123
32,0.0169526440396328,0.0176401390039939
33,0.016113534394563,0.0248480045175668
34,0.0160057720836318,0.0225051438707548
35,0.0162273602801309,0.0188534745857829
36,0.0178504125115329,0.0107313680429278
37,0.0156910433504631,0.0153504190037936
38,0.0149100709138327,0.0281055422300207
39,0.015782784618343,0.0182746085116551
40,0.0154468693586144,0.0256571393193943
41,0.0149763328810444,0.0180133690536466
42,0.0144089516457392,0.0239753610110797
43,0.0160227444622987,0.0174185695345624
44,0.0139787505067597,0.0117382907857453
45,0.0157405320538341,0.011201303335838
46,0.0151106517777191,0.00916614614626659
47,0.0146154056914384,0.00902711193997502
48,0.0133493912858068,0.0263639221749535
49,0.0151127836550586,0.012960044636635
50,0.0144914585404054,0.0104186789304506
51,0.013622831880431,0.0100843450290129
52,0.0156070567646696,0.00903065161435821
53,0.0137865794869694,0.0193325954716697
54,0.0134049283491636,0.0235557717027231
55,0.013507326303183,0.0186131986251677
56,0.0143435305994769,0.00937278862693347
57,0.0137543449239318,0.0120205097094489
58,0.0127409778838877,0.00865650198344762
59,0.0134728849058904,0.0116869676754244
60,0.01447539353782,0.00925901400512971
61,0.0135652450216834,0.00883025670468452
62,0.0133161784198213,0.0102026935907946
63,0.0138247553616696,0.0242079711031346
64,0.0137341593856469,0.00955495583531003
65,0.0122361440005036,0.0103184875368329
66,0.0132954327048667,0.0115347007023437
67,0.0123431836329733,0.00878921622643247
68,0.0127650956353006,0.00883929414114737
69,0.0126106077608364,0.00842651855644016
70,0.0122080118107122,0.00922577472478484
71,0.0130360191184861,0.0148849312515397
72,0.0121401469956341,0.0103781239318085
73,0.0120821845763463,0.00821238752368594
74,0.0119279048984892,0.0160316938126925
75,0.0130162451269349,0.0189053592926246
76,0.0121559701779569,0.00806827808126053
77,0.0120154808869951,0.00957978175193559
78,0.0116289885201868,0.00783025700435419
79,0.0120774328977513,0.00790506405645006
80,0.0113341322128517,0.028554674204705
81,0.0126508179388197,0.0146425951956882
82,0.0112429313408765,0.00774420658472948
83,0.0114579705095994,0.016476950283894
84,0.0118826487101614,0.00830123367458804
85,0.0126342414685669,0.00843036094669341
86,0.0110334531703432,0.0137957369734067
87,0.0114922441152712,0.00750708344830422
88,0.0109588997819672,0.0125643128495929
89,0.0116008945963889,0.00916235585741344
90,0.0108870050028643,0.00849044030681918
91,0.0116018405243743,0.00745520570905813
92,0.0108961198729784,0.00889035580067208
93,0.0103914483774653,0.00794816418160086
94,0.0103752420403041,0.012705360425614
95,0.0111648374357693,0.00966625216339404
96,0.0108087772655944,0.00878593738127078
97,0.0117698809112577,0.0215363703124846
98,0.0117921003674079,0.0153774307234146
99,0.0105298418016727,0.0090586780750614
100,0.0100302499958724,0.009478626227411
101,0.0110436285129427,0.00816693490820139
102,0.00999985265273911,0.00702952064083157
103,0.0103463294465439,0.00812225183472037
104,0.0103575369247535,0.00853557307882944
105,0.00987404116021935,0.00799893936796469
106,0.00974584433632637,0.0123369604144024
107,0.0104954533863791,0.00681552489723323
108,0.0102407143598178,0.0249922397640711
109,0.0106156729941999,0.0118429852632939
110,0.0104993902518237,0.0171776474564381
111,0.0102153527330042,0.00709043129643847
112,0.0104525036041325,0.00744677443262411
113,0.00943110222066198,0.00816828998670514
114,0.010141124957729,0.00907242148449378
115,0.0101842580727645,0.0105755081306034
116,0.00996155572148772,0.0074232489860151
117,0.00939031867864763,0.0069142669020775
118,0.00928490869603896,0.00839246008295699
119,0.00949712775944222,0.00662020762545234
120,0.00974525721075701,0.00693272217384739
121,0.009837554355285,0.0203287197371191
122,0.00919732501469774,0.00691783458404686
123,0.0093554959247177,0.00759685805782543
124,0.00916225657717968,0.00886323970432083
125,0.00890737557839159,0.00698578189725855
126,0.00907875095311153,0.00694696205235752
127,0.00935392181147888,0.00638983640376301
128,0.00868545953264748,0.00955162423529795
129,0.00945946890417309,0.00898419188299505
130,0.0091449780048736,0.00629740669613793
131,0.00868497524934355,0.0151038953973468
132,0.00890053100745371,0.00623600934271789
133,0.00916648328462283,0.00949415004634786
134,0.00993709817897373,0.00634449036026906
135,0.00876106676074588,0.00716719932790424
